Operation,Request time,Response time
GetPaymentMethods,9/5/2023 01:13:46.340,9/5/2023 01:14:06.440
SendNotification,9/5/2023 01:26:37.570,9/5/2023 01:26:55.770
GetPaymentList,9/5/2023 01:39:28.800,9/5/2023 01:39:30.000
GetTrackingData,9/5/2023 01:52:20.030,9/5/2023 01:52:37.330
ModifyOrder,9/5/2023 02:05:11.260,9/5/2023 02:05:34.160
GetOrder,9/5/2023 02:18:02.490,9/5/2023 02:18:03.990
GetTrackingData,9/5/2023 02:30:53.720,9/5/2023 02:31:17.120
GetOrder,9/5/2023 02:43:44.950,9/5/2023 02:44:13.950
SendNotification,9/5/2023 02:56:36.180,9/5/2023 02:57:01.380
GetTrackingData,9/5/2023 03:09:27.410,9/5/2023 03:09:29.310
GetItemList,9/5/2023 03:22:18.640,9/5/2023 03:22:45.540
SendNotification,9/5/2023 03:35:09.870,9/5/2023 03:35:23.870
AddItemToOrder,9/5/2023 03:48:01.100,9/5/2023 03:48:21.600
GetOrder,9/5/2023 04:00:52.330,9/5/2023 04:01:23.630
GetOrder,9/5/2023 04:13:43.560,9/5/2023 04:13:50.160
GetOrderList,9/5/2023 04:26:34.790,9/5/2023 04:27:07.990
Login,9/5/2023 04:39:26.020,9/5/2023 04:39:40.020
GetPaymentMethods,9/5/2023 04:52:17.250,9/5/2023 04:52:24.450
SendNotification,9/5/2023 05:05:08.480,9/5/2023 05:05:35.380
ModifyItem,9/5/2023 05:17:59.710,9/5/2023 05:18:05.210
ModifyItem,9/5/2023 05:30:50.940,9/5/2023 05:30:51.540
SetDeliveryAddress,9/5/2023 05:43:42.170,9/5/2023 05:44:02.270
GetOrderList,9/5/2023 05:56:33.400,9/5/2023 05:56:59.200
Login,9/5/2023 06:09:24.630,9/5/2023 06:09:35.330
GetOrderList,9/5/2023 06:22:15.860,9/5/2023 06:22:47.160
SetPayment,9/5/2023 06:35:07.090,9/5/2023 06:35:20.290
ModifyOrder,9/5/2023 06:47:58.320,9/5/2023 06:48:07.920
Login,9/5/2023 07:00:49.550,9/5/2023 07:00:50.150
GetOrder,9/5/2023 07:13:40.780,9/5/2023 07:14:08.980
GetItem,9/5/2023 07:26:32.010,9/5/2023 07:26:34.710
ModifyOrder,9/5/2023 07:39:23.240,9/5/2023 07:39:32.840
GetOrderList,9/5/2023 07:52:14.470,9/5/2023 07:52:18.470
GetPaymentList,9/5/2023 08:05:05.700,9/5/2023 08:05:34.200
GetOrderList,9/5/2023 08:17:56.930,9/5/2023 08:18:01.530
GetPaymentMethods,9/5/2023 08:30:48.160,9/5/2023 08:31:00.260
AddItemToOrder,9/5/2023 08:43:39.390,9/5/2023 08:43:58.290
GetPaymentMethods,9/5/2023 08:56:30.620,9/5/2023 08:56:32.520
GetItemList,9/5/2023 09:09:21.850,9/5/2023 09:09:23.450
GetOrder,9/5/2023 09:22:13.080,9/5/2023 09:22:34.780
GetPaymentMethods,9/5/2023 09:35:04.310,9/5/2023 09:35:30.310
ModifyOrder,9/5/2023 09:47:55.540,9/5/2023 09:48:17.740
GetPaymentList,9/5/2023 10:00:46.770,9/5/2023 10:01:03.870
Login,9/5/2023 10:13:38.000,9/5/2023 10:14:06.900
GetItem,9/5/2023 10:26:29.230,9/5/2023 10:26:41.230
Login,9/5/2023 10:39:20.460,9/5/2023 10:39:46.560
AddItemToOrder,9/5/2023 10:52:11.690,9/5/2023 10:52:28.390
GetOrderList,9/5/2023 11:05:02.920,9/5/2023 11:05:09.320
AddItemToOrder,9/5/2023 11:17:54.150,9/5/2023 11:18:15.550
GetPaymentList,9/5/2023 11:30:45.380,9/5/2023 11:30:55.780
GetPaymentMethods,9/5/2023 11:43:36.610,9/5/2023 11:43:51.210
GetItem,9/5/2023 11:56:27.840,9/5/2023 11:56:40.040
GetOrderList,9/5/2023 12:09:19.070,9/5/2023 12:09:23.770
GetPaymentList,9/5/2023 12:22:10.300,9/5/2023 12:22:35.500
Login,9/5/2023 12:35:01.530,9/5/2023 12:35:32.830
GetPaymentList,9/5/2023 12:47:52.760,9/5/2023 12:48:09.660
GetPaymentList,9/5/2023 13:00:43.990,9/5/2023 13:01:08.690
Login,9/5/2023 13:13:35.220,9/5/2023 13:14:06.620
SendNotification,9/5/2023 13:26:26.450,9/5/2023 13:26:41.450
ModifyItem,9/5/2023 13:39:17.680,9/5/2023 13:39:27.680
GetPaymentMethods,9/5/2023 13:52:08.910,9/5/2023 13:52:39.210
SendNotification,9/5/2023 14:05:00.140,9/5/2023 14:05:06.940
Login,9/5/2023 14:17:51.370,9/5/2023 14:18:09.670
GetPaymentList,9/5/2023 14:30:42.600,9/5/2023 14:30:58.500
SetPayment,9/5/2023 14:43:33.830,9/5/2023 14:43:43.930
ModifyItem,9/5/2023 14:56:25.060,9/5/2023 14:56:51.160
ModifyOrder,9/5/2023 15:09:16.290,9/5/2023 15:09:25.390
GetPaymentList,9/5/2023 15:22:07.520,9/5/2023 15:22:40.920
GetItem,9/5/2023 15:34:58.750,9/5/2023 15:35:19.150
SetPayment,9/5/2023 15:47:49.980,9/5/2023 15:48:16.880
ModifyItem,9/5/2023 16:00:41.210,9/5/2023 16:00:53.110
GetPaymentMethods,9/5/2023 16:13:32.440,9/5/2023 16:14:05.040
GetOrder,9/5/2023 16:26:23.670,9/5/2023 16:26:51.370
SetDeliveryAddress,9/5/2023 16:39:14.900,9/5/2023 16:39:20.500
GetItem,9/5/2023 16:52:06.130,9/5/2023 16:52:23.730
GetItem,9/5/2023 17:04:57.360,9/5/2023 17:05:12.660
GetPaymentMethods,9/5/2023 17:17:48.590,9/5/2023 17:18:19.890
GetOrderList,9/5/2023 17:30:39.820,9/5/2023 17:30:48.620
GetItemList,9/5/2023 17:43:31.050,9/5/2023 17:43:42.950
ModifyItem,9/5/2023 17:56:22.280,9/5/2023 17:56:23.680
GetPaymentMethods,9/5/2023 18:09:13.510,9/5/2023 18:09:25.810
GetPaymentMethods,9/5/2023 18:22:04.740,9/5/2023 18:22:38.640
ModifyItem,9/5/2023 18:34:55.970,9/5/2023 18:35:15.270
GetPaymentList,9/5/2023 18:47:47.200,9/5/2023 18:48:15.100
SetDeliveryAddress,9/5/2023 19:00:38.430,9/5/2023 19:00:56.730
ModifyItem,9/5/2023 19:13:29.660,9/5/2023 19:13:42.560
AddItemToOrder,9/5/2023 19:26:20.890,9/5/2023 19:26:25.690
GetPaymentMethods,9/5/2023 19:39:12.120,9/5/2023 19:39:26.120
GetItem,9/5/2023 19:52:03.350,9/5/2023 19:52:16.650
GetOrderList,9/5/2023 20:04:54.580,9/5/2023 20:05:04.480
AddItemToOrder,9/5/2023 20:17:45.810,9/5/2023 20:17:48.910
AddItemToOrder,9/5/2023 20:30:37.040,9/5/2023 20:30:50.240
ModifyItem,9/5/2023 20:43:28.270,9/5/2023 20:43:29.270
Login,9/5/2023 20:56:19.500,9/5/2023 20:56:42.700
GetOrder,9/5/2023 21:09:10.730,9/5/2023 21:09:17.430
GetOrder,9/5/2023 21:22:01.960,9/5/2023 21:22:06.560
GetPaymentMethods,9/5/2023 21:34:53.190,9/5/2023 21:35:26.090
GetItem,9/5/2023 21:47:44.420,9/5/2023 21:48:09.420
ModifyOrder,9/5/2023 22:00:35.650,9/5/2023 22:00:59.450
GetPaymentMethods,9/5/2023 22:13:26.880,9/5/2023 22:13:54.580
SendNotification,9/5/2023 22:26:18.110,9/5/2023 22:26:26.210
AddItemToOrder,9/5/2023 22:39:09.340,9/5/2023 22:39:13.740
GetItem,9/5/2023 22:52:00.570,9/5/2023 22:52:21.570
SetPayment,9/5/2023 23:04:51.800,9/5/2023 23:05:02.800
GetItem,9/5/2023 23:17:43.030,9/5/2023 23:17:53.330
GetTrackingData,9/5/2023 23:30:34.260,9/5/2023 23:30:50.660
GetTrackingData,9/5/2023 23:43:25.490,9/5/2023 23:43:46.190
GetOrder,9/5/2023 23:56:16.720,9/5/2023 23:56:40.620
SendNotification,10/5/2023 00:09:07.950,10/5/2023 00:09:08.750
GetItemList,10/5/2023 00:21:59.180,10/5/2023 00:22:00.480
SetDeliveryAddress,10/5/2023 00:34:50.410,10/5/2023 00:34:54.010
GetItemList,10/5/2023 00:47:41.640,10/5/2023 00:47:52.340
Login,10/5/2023 01:00:32.870,10/5/2023 01:00:40.370
GetTrackingData,10/5/2023 01:13:24.100,10/5/2023 01:13:39.900
SetPayment,10/5/2023 01:26:15.330,10/5/2023 01:26:16.330
SetPayment,10/5/2023 01:39:06.560,10/5/2023 01:39:40.560
GetItem,10/5/2023 01:51:57.790,10/5/2023 01:52:08.490
GetPaymentMethods,10/5/2023 02:04:49.020,10/5/2023 02:04:51.120
ModifyItem,10/5/2023 02:17:40.250,10/5/2023 02:17:55.650
ModifyOrder,10/5/2023 02:30:31.480,10/5/2023 02:30:46.880
GetOrder,10/5/2023 02:43:22.710,10/5/2023 02:43:53.610
ModifyOrder,10/5/2023 02:56:13.940,10/5/2023 02:56:24.440
SendNotification,10/5/2023 03:09:05.170,10/5/2023 03:09:25.070
GetPaymentMethods,10/5/2023 03:21:56.400,10/5/2023 03:22:15.200
GetItemList,10/5/2023 03:34:47.630,10/5/2023 03:35:10.930
GetOrder,10/5/2023 03:47:38.860,10/5/2023 03:47:57.760
AddItemToOrder,10/5/2023 04:00:30.090,10/5/2023 04:00:37.090
GetOrder,10/5/2023 04:13:21.320,10/5/2023 04:13:41.820
SetPayment,10/5/2023 04:26:12.550,10/5/2023 04:26:30.850
GetItemList,10/5/2023 04:39:03.780,10/5/2023 04:39:26.880
GetOrderList,10/5/2023 04:51:55.010,10/5/2023 04:52:25.910
GetOrderList,10/5/2023 05:04:46.240,10/5/2023 05:05:20.240
Login,10/5/2023 05:17:37.470,10/5/2023 05:18:06.670
SetDeliveryAddress,10/5/2023 05:30:28.700,10/5/2023 05:30:31.500
GetTrackingData,10/5/2023 05:43:19.930,10/5/2023 05:43:39.930
SetPayment,10/5/2023 05:56:11.160,10/5/2023 05:56:44.260
GetOrder,10/5/2023 06:09:02.390,10/5/2023 06:09:35.490
GetOrder,10/5/2023 06:21:53.620,10/5/2023 06:21:54.620
ModifyOrder,10/5/2023 06:34:44.850,10/5/2023 06:34:55.550
GetPaymentList,10/5/2023 06:47:36.080,10/5/2023 06:48:08.880
GetOrderList,10/5/2023 07:00:27.310,10/5/2023 07:00:55.510
SetDeliveryAddress,10/5/2023 07:13:18.540,10/5/2023 07:13:43.440
SetDeliveryAddress,10/5/2023 07:26:09.770,10/5/2023 07:26:28.670
GetItem,10/5/2023 07:39:01.000,10/5/2023 07:39:24.600
SendNotification,10/5/2023 07:51:52.230,10/5/2023 07:51:52.730
GetTrackingData,10/5/2023 08:04:43.460,10/5/2023 08:05:10.160
SetDeliveryAddress,10/5/2023 08:17:34.690,10/5/2023 08:17:57.990
GetPaymentList,10/5/2023 08:30:25.920,10/5/2023 08:30:35.820
ModifyOrder,10/5/2023 08:43:17.150,10/5/2023 08:43:20.550
ModifyOrder,10/5/2023 08:56:08.380,10/5/2023 08:56:34.080
GetOrder,10/5/2023 09:08:59.610,10/5/2023 09:09:29.210
AddItemToOrder,10/5/2023 09:21:50.840,10/5/2023 09:21:55.540
SetDeliveryAddress,10/5/2023 09:34:42.070,10/5/2023 09:35:07.970
GetOrderList,10/5/2023 09:47:33.300,10/5/2023 09:47:54.900
GetOrder,10/5/2023 10:00:24.530,10/5/2023 10:00:28.330
SendNotification,10/5/2023 10:13:15.760,10/5/2023 10:13:33.160
GetPaymentList,10/5/2023 10:26:06.990,10/5/2023 10:26:11.890
GetOrder,10/5/2023 10:38:58.220,10/5/2023 10:39:26.620
GetItemList,10/5/2023 10:51:49.450,10/5/2023 10:51:51.650
GetOrderList,10/5/2023 11:04:40.680,10/5/2023 11:04:42.580
ModifyItem,10/5/2023 11:17:31.910,10/5/2023 11:17:46.910
GetOrder,10/5/2023 11:30:23.140,10/5/2023 11:30:47.240
GetOrderList,10/5/2023 11:43:14.370,10/5/2023 11:43:32.370
ModifyItem,10/5/2023 11:56:05.600,10/5/2023 11:56:17.100
ModifyItem,10/5/2023 12:08:56.830,10/5/2023 12:09:07.230
Login,10/5/2023 12:21:48.060,10/5/2023 12:22:15.460
GetPaymentList,10/5/2023 12:34:39.290,10/5/2023 12:34:51.990
AddItemToOrder,10/5/2023 12:47:30.520,10/5/2023 12:47:34.120
GetPaymentList,10/5/2023 13:00:21.750,10/5/2023 13:00:48.150
GetItemList,10/5/2023 13:13:12.980,10/5/2023 13:13:21.180
SetDeliveryAddress,10/5/2023 13:26:04.210,10/5/2023 13:26:31.010
Login,10/5/2023 13:38:55.440,10/5/2023 13:38:57.140
GetOrderList,10/5/2023 13:51:46.670,10/5/2023 13:52:07.970
GetPaymentMethods,10/5/2023 14:04:37.900,10/5/2023 14:04:40.000
GetOrder,10/5/2023 14:17:29.130,10/5/2023 14:17:53.530
ModifyItem,10/5/2023 14:30:20.360,10/5/2023 14:30:21.760
GetOrderList,10/5/2023 14:43:11.590,10/5/2023 14:43:31.690
ModifyOrder,10/5/2023 14:56:02.820,10/5/2023 14:56:26.720
GetOrder,10/5/2023 15:08:54.050,10/5/2023 15:09:11.750
GetItem,10/5/2023 15:21:45.280,10/5/2023 15:21:53.880
AddItemToOrder,10/5/2023 15:34:36.510,10/5/2023 15:34:49.310
GetPaymentMethods,10/5/2023 15:47:27.740,10/5/2023 15:47:28.940
GetOrderList,10/5/2023 16:00:18.970,10/5/2023 16:00:30.970
AddItemToOrder,10/5/2023 16:13:10.200,10/5/2023 16:13:13.300
GetOrderList,10/5/2023 16:26:01.430,10/5/2023 16:26:31.830
SetDeliveryAddress,10/5/2023 16:38:52.660,10/5/2023 16:39:09.560
GetOrder,10/5/2023 16:51:43.890,10/5/2023 16:51:46.190
GetItemList,10/5/2023 17:04:35.120,10/5/2023 17:04:58.820
GetTrackingData,10/5/2023 17:17:26.350,10/5/2023 17:17:44.050
Login,10/5/2023 17:30:17.580,10/5/2023 17:30:49.580
SetPayment,10/5/2023 17:43:08.810,10/5/2023 17:43:38.310
SetPayment,10/5/2023 17:56:00.040,10/5/2023 17:56:29.440
GetOrder,10/5/2023 18:08:51.270,10/5/2023 18:09:16.470
GetPaymentMethods,10/5/2023 18:21:42.500,10/5/2023 18:21:45.300
Login,10/5/2023 18:34:33.730,10/5/2023 18:35:00.630
GetItem,10/5/2023 18:47:24.960,10/5/2023 18:47:48.960
ModifyItem,10/5/2023 19:00:16.190,10/5/2023 19:00:36.190
SendNotification,10/5/2023 19:13:07.420,10/5/2023 19:13:09.720
SendNotification,10/5/2023 19:25:58.650,10/5/2023 19:26:28.950
ModifyItem,10/5/2023 19:38:49.880,10/5/2023 19:39:01.880
SendNotification,10/5/2023 19:51:41.110,10/5/2023 19:51:50.110
GetTrackingData,10/5/2023 20:04:32.340,10/5/2023 20:04:51.140
GetItemList,10/5/2023 20:17:23.570,10/5/2023 20:17:28.270
GetItemList,10/5/2023 20:30:14.800,10/5/2023 20:30:29.200
GetItem,10/5/2023 20:43:06.030,10/5/2023 20:43:20.530
GetPaymentList,10/5/2023 20:55:57.260,10/5/2023 20:56:09.160
SetPayment,10/5/2023 21:08:48.490,10/5/2023 21:09:09.290
Login,10/5/2023 21:21:39.720,10/5/2023 21:21:44.320
GetItemList,10/5/2023 21:34:30.950,10/5/2023 21:34:38.950
GetTrackingData,10/5/2023 21:47:22.180,10/5/2023 21:47:42.280
GetItemList,10/5/2023 22:00:13.410,10/5/2023 22:00:47.410
ModifyOrder,10/5/2023 22:13:04.640,10/5/2023 22:13:13.540
SetPayment,10/5/2023 22:25:55.870,10/5/2023 22:26:22.370
ModifyOrder,10/5/2023 22:38:47.100,10/5/2023 22:39:07.100
Login,10/5/2023 22:51:38.330,10/5/2023 22:52:03.930
SetDeliveryAddress,10/5/2023 23:04:29.560,10/5/2023 23:04:39.460
GetTrackingData,10/5/2023 23:17:20.790,10/5/2023 23:17:53.190
SetPayment,10/5/2023 23:30:12.020,10/5/2023 23:30:22.520
GetPaymentList,10/5/2023 23:43:03.250,10/5/2023 23:43:33.150
GetTrackingData,10/5/2023 23:55:54.480,10/5/2023 23:56:18.680
GetPaymentList,11/5/2023 00:08:45.710,11/5/2023 00:08:52.410
GetItemList,11/5/2023 00:21:36.940,11/5/2023 00:21:57.540
GetOrder,11/5/2023 00:34:28.170,11/5/2023 00:34:57.970
GetPaymentList,11/5/2023 00:47:19.400,11/5/2023 00:47:25.100
SendNotification,11/5/2023 01:00:10.630,11/5/2023 01:00:41.930
GetPaymentList,11/5/2023 01:13:01.860,11/5/2023 01:13:13.460
GetPaymentList,11/5/2023 01:25:53.090,11/5/2023 01:25:59.790
SetPayment,11/5/2023 01:38:44.320,11/5/2023 01:38:44.620
SetPayment,11/5/2023 01:51:35.550,11/5/2023 01:51:40.950
ModifyOrder,11/5/2023 02:04:26.780,11/5/2023 02:04:34.680
SetPayment,11/5/2023 02:17:18.010,11/5/2023 02:17:19.310
SetDeliveryAddress,11/5/2023 02:30:09.240,11/5/2023 02:30:38.640
SendNotification,11/5/2023 02:43:00.470,11/5/2023 02:43:29.670
AddItemToOrder,11/5/2023 02:55:51.700,11/5/2023 02:55:54.600
ModifyItem,11/5/2023 03:08:42.930,11/5/2023 03:09:02.830
Login,11/5/2023 03:21:34.160,11/5/2023 03:21:35.860
Login,11/5/2023 03:34:25.390,11/5/2023 03:34:49.290
SetDeliveryAddress,11/5/2023 03:47:16.620,11/5/2023 03:47:31.220
SetPayment,11/5/2023 04:00:07.850,11/5/2023 04:00:28.050
SendNotification,11/5/2023 04:12:59.080,11/5/2023 04:13:28.480
GetOrder,11/5/2023 04:25:50.310,11/5/2023 04:26:12.910
GetItem,11/5/2023 04:38:41.540,11/5/2023 04:39:04.940
GetOrder,11/5/2023 04:51:32.770,11/5/2023 04:51:35.570
ModifyItem,11/5/2023 05:04:24.000,11/5/2023 05:04:44.000
SetDeliveryAddress,11/5/2023 05:17:15.230,11/5/2023 05:17:39.530
ModifyOrder,11/5/2023 05:30:06.460,11/5/2023 05:30:25.360
GetPaymentList,11/5/2023 05:42:57.690,11/5/2023 05:43:04.290
GetTrackingData,11/5/2023 05:55:48.920,11/5/2023 05:55:59.220
GetItemList,11/5/2023 06:08:40.150,11/5/2023 06:08:41.650
SetPayment,11/5/2023 06:21:31.380,11/5/2023 06:22:04.080
SetPayment,11/5/2023 06:34:22.610,11/5/2023 06:34:43.510
SetDeliveryAddress,11/5/2023 06:47:13.840,11/5/2023 06:47:30.740
AddItemToOrder,11/5/2023 07:00:05.070,11/5/2023 07:00:19.370
ModifyOrder,11/5/2023 07:12:56.300,11/5/2023 07:13:06.500
GetOrderList,11/5/2023 07:25:47.530,11/5/2023 07:26:11.930
SetPayment,11/5/2023 07:38:38.760,11/5/2023 07:39:10.460
SetDeliveryAddress,11/5/2023 07:51:29.990,11/5/2023 07:52:00.790
SendNotification,11/5/2023 08:04:21.220,11/5/2023 08:04:38.620
SetDeliveryAddress,11/5/2023 08:17:12.450,11/5/2023 08:17:46.350
AddItemToOrder,11/5/2023 08:30:03.680,11/5/2023 08:30:30.880
GetPaymentList,11/5/2023 08:42:54.910,11/5/2023 08:43:04.210
AddItemToOrder,11/5/2023 08:55:46.140,11/5/2023 08:56:13.040
SendNotification,11/5/2023 09:08:37.370,11/5/2023 09:09:10.670
GetOrderList,11/5/2023 09:21:28.600,11/5/2023 09:21:55.400
Login,11/5/2023 09:34:19.830,11/5/2023 09:34:33.130
GetPaymentList,11/5/2023 09:47:11.060,11/5/2023 09:47:21.360
GetItemList,11/5/2023 10:00:02.290,11/5/2023 10:00:21.390
SetDeliveryAddress,11/5/2023 10:12:53.520,11/5/2023 10:13:05.420
GetOrder,11/5/2023 10:25:44.750,11/5/2023 10:26:13.250
SetDeliveryAddress,11/5/2023 10:38:35.980,11/5/2023 10:39:08.180
SendNotification,11/5/2023 10:51:27.210,11/5/2023 10:51:49.710
GetItemList,11/5/2023 11:04:18.440,11/5/2023 11:04:29.040
GetTrackingData,11/5/2023 11:17:09.670,11/5/2023 11:17:10.770
ModifyOrder,11/5/2023 11:30:00.900,11/5/2023 11:30:20.700
Login,11/5/2023 11:42:52.130,11/5/2023 11:43:24.130
Login,11/5/2023 11:55:43.360,11/5/2023 11:55:55.160
SendNotification,11/5/2023 12:08:34.590,11/5/2023 12:08:54.890
GetOrder,11/5/2023 12:21:25.820,11/5/2023 12:21:57.120
GetItemList,11/5/2023 12:34:17.050,11/5/2023 12:34:41.050
ModifyItem,11/5/2023 12:47:08.280,11/5/2023 12:47:23.280
SendNotification,11/5/2023 12:59:59.510,11/5/2023 13:00:07.310
ModifyItem,11/5/2023 13:12:50.740,11/5/2023 13:12:58.340
SendNotification,11/5/2023 13:25:41.970,11/5/2023 13:26:12.670
GetItem,11/5/2023 13:38:33.200,11/5/2023 13:38:48.900
SetDeliveryAddress,11/5/2023 13:51:24.430,11/5/2023 13:51:39.830
GetTrackingData,11/5/2023 14:04:15.660,11/5/2023 14:04:48.760
GetItemList,11/5/2023 14:17:06.890,11/5/2023 14:17:13.390
GetOrderList,11/5/2023 14:29:58.120,11/5/2023 14:30:19.920
SetPayment,11/5/2023 14:42:49.350,11/5/2023 14:42:55.350
GetItemList,11/5/2023 14:55:40.580,11/5/2023 14:56:05.380
GetOrderList,11/5/2023 15:08:31.810,11/5/2023 15:09:02.710
ModifyOrder,11/5/2023 15:21:23.040,11/5/2023 15:21:32.040
GetItemList,11/5/2023 15:34:14.270,11/5/2023 15:34:44.470
ModifyItem,11/5/2023 15:47:05.500,11/5/2023 15:47:17.300
ModifyOrder,11/5/2023 15:59:56.730,11/5/2023 16:00:20.630
GetOrder,11/5/2023 16:12:47.960,11/5/2023 16:12:54.760
Login,11/5/2023 16:25:39.190,11/5/2023 16:25:43.890
SetPayment,11/5/2023 16:38:30.420,11/5/2023 16:38:56.020
ModifyItem,11/5/2023 16:51:21.650,11/5/2023 16:51:22.350
Login,11/5/2023 17:04:12.880,11/5/2023 17:04:14.380
ModifyItem,11/5/2023 17:17:04.110,11/5/2023 17:17:28.410
SendNotification,11/5/2023 17:29:55.340,11/5/2023 17:30:18.740
SendNotification,11/5/2023 17:42:46.570,11/5/2023 17:42:48.370
SetPayment,11/5/2023 17:55:37.800,11/5/2023 17:55:41.300
SetDeliveryAddress,11/5/2023 18:08:29.030,11/5/2023 18:08:45.130
GetTrackingData,11/5/2023 18:21:20.260,11/5/2023 18:21:44.160
GetItem,11/5/2023 18:34:11.490,11/5/2023 18:34:41.190
SetPayment,11/5/2023 18:47:02.720,11/5/2023 18:47:26.320
ModifyOrder,11/5/2023 18:59:53.950,11/5/2023 19:00:09.450
AddItemToOrder,11/5/2023 19:12:45.180,11/5/2023 19:12:53.180
SendNotification,11/5/2023 19:25:36.410,11/5/2023 19:26:05.310
GetOrderList,11/5/2023 19:38:27.640,11/5/2023 19:38:31.140
SetPayment,11/5/2023 19:51:18.870,11/5/2023 19:51:47.770
GetOrderList,11/5/2023 20:04:10.100,11/5/2023 20:04:21.300
SetPayment,11/5/2023 20:17:01.330,11/5/2023 20:17:13.030
AddItemToOrder,11/5/2023 20:29:52.560,11/5/2023 20:29:55.160
GetTrackingData,11/5/2023 20:42:43.790,11/5/2023 20:43:02.090
GetTrackingData,11/5/2023 20:55:35.020,11/5/2023 20:55:44.120
GetOrder,11/5/2023 21:08:26.250,11/5/2023 21:08:51.550
GetPaymentList,11/5/2023 21:21:17.480,11/5/2023 21:21:31.680
GetItem,11/5/2023 21:34:08.710,11/5/2023 21:34:10.210
GetPaymentList,11/5/2023 21:46:59.940,11/5/2023 21:47:04.240
GetItem,11/5/2023 21:59:51.170,11/5/2023 22:00:15.970
GetPaymentMethods,11/5/2023 22:12:42.400,11/5/2023 22:13:15.700
GetTrackingData,11/5/2023 22:25:33.630,11/5/2023 22:26:04.730
SetDeliveryAddress,11/5/2023 22:38:24.860,11/5/2023 22:38:29.260
SetDeliveryAddress,11/5/2023 22:51:16.090,11/5/2023 22:51:19.490
GetPaymentMethods,11/5/2023 23:04:07.320,11/5/2023 23:04:31.520
SetPayment,11/5/2023 23:16:58.550,11/5/2023 23:17:10.050
SetPayment,11/5/2023 23:29:49.780,11/5/2023 23:30:16.480
SendNotification,11/5/2023 23:42:41.010,11/5/2023 23:42:55.410
SendNotification,11/5/2023 23:55:32.240,11/5/2023 23:55:35.340
SetDeliveryAddress,12/5/2023 00:08:23.470,12/5/2023 00:08:43.070
Login,12/5/2023 00:21:14.700,12/5/2023 00:21:16.900
GetPaymentMethods,12/5/2023 00:34:05.930,12/5/2023 00:34:18.230
GetItem,12/5/2023 00:46:57.160,12/5/2023 00:47:04.660
GetItemList,12/5/2023 00:59:48.390,12/5/2023 01:00:07.090
ModifyOrder,12/5/2023 01:12:39.620,12/5/2023 01:12:41.120
GetPaymentMethods,12/5/2023 01:25:30.850,12/5/2023 01:25:38.450
ModifyOrder,12/5/2023 01:38:22.080,12/5/2023 01:38:36.980
SetPayment,12/5/2023 01:51:13.310,12/5/2023 01:51:26.810
GetTrackingData,12/5/2023 02:04:04.540,12/5/2023 02:04:25.640
GetPaymentList,12/5/2023 02:16:55.770,12/5/2023 02:17:05.970
GetItemList,12/5/2023 02:29:47.000,12/5/2023 02:30:20.100
GetOrder,12/5/2023 02:42:38.230,12/5/2023 02:42:49.030
ModifyItem,12/5/2023 02:55:29.460,12/5/2023 02:55:39.160
ModifyOrder,12/5/2023 03:08:20.690,12/5/2023 03:08:25.390
GetOrder,12/5/2023 03:21:11.920,12/5/2023 03:21:15.120
SetDeliveryAddress,12/5/2023 03:34:03.150,12/5/2023 03:34:05.650
SendNotification,12/5/2023 03:46:54.380,12/5/2023 03:47:12.880
ModifyItem,12/5/2023 03:59:45.610,12/5/2023 03:59:52.710
GetOrderList,12/5/2023 04:12:36.840,12/5/2023 04:12:40.140
Login,12/5/2023 04:25:28.070,12/5/2023 04:25:39.670
ModifyOrder,12/5/2023 04:38:19.300,12/5/2023 04:38:26.000
GetItem,12/5/2023 04:51:10.530,12/5/2023 04:51:11.830
GetItem,12/5/2023 05:04:01.760,12/5/2023 05:04:07.760
SetDeliveryAddress,12/5/2023 05:16:52.990,12/5/2023 05:16:53.090
SendNotification,12/5/2023 05:29:44.220,12/5/2023 05:29:59.720
SetDeliveryAddress,12/5/2023 05:42:35.450,12/5/2023 05:43:06.250
AddItemToOrder,12/5/2023 05:55:26.680,12/5/2023 05:55:55.780
GetPaymentList,12/5/2023 06:08:17.910,12/5/2023 06:08:32.710
GetTrackingData,12/5/2023 06:21:09.140,12/5/2023 06:21:32.040
GetOrderList,12/5/2023 06:34:00.370,12/5/2023 06:34:14.370
AddItemToOrder,12/5/2023 06:46:51.600,12/5/2023 06:47:19.800
SendNotification,12/5/2023 06:59:42.830,12/5/2023 07:00:12.530
GetItem,12/5/2023 07:12:34.060,12/5/2023 07:13:02.060
Login,12/5/2023 07:25:25.290,12/5/2023 07:25:41.890
GetItemList,12/5/2023 07:38:16.520,12/5/2023 07:38:32.220
GetOrder,12/5/2023 07:51:07.750,12/5/2023 07:51:35.750
SetPayment,12/5/2023 08:03:58.980,12/5/2023 08:04:10.880
AddItemToOrder,12/5/2023 08:16:50.210,12/5/2023 08:17:09.010
GetTrackingData,12/5/2023 08:29:41.440,12/5/2023 08:30:03.340
SetPayment,12/5/2023 08:42:32.670,12/5/2023 08:42:46.170
GetPaymentMethods,12/5/2023 08:55:23.900,12/5/2023 08:55:53.800
GetTrackingData,12/5/2023 09:08:15.130,12/5/2023 09:08:24.030
GetTrackingData,12/5/2023 09:21:06.360,12/5/2023 09:21:33.460
SetDeliveryAddress,12/5/2023 09:33:57.590,12/5/2023 09:34:31.390
GetItem,12/5/2023 09:46:48.820,12/5/2023 09:47:06.320
