Operation,Request time,Response time
GetPaymentList,26/1/2023 22:42:20.800,26/1/2023 22:42:24.100
ModifyItem,26/1/2023 22:55:12.030,26/1/2023 22:55:32.930
GetPaymentList,26/1/2023 23:08:03.260,26/1/2023 23:08:39.260
Login,26/1/2023 23:20:54.490,26/1/2023 23:21:33.590
GetOrder,26/1/2023 23:33:45.720,26/1/2023 23:33:58.720
SetPayment,26/1/2023 23:46:36.950,26/1/2023 23:47:26.150
ModifyItem,26/1/2023 23:59:28.180,26/1/2023 23:59:52.580
GetItem,27/1/2023 00:12:19.410,27/1/2023 00:12:43.310
GetPaymentList,27/1/2023 00:25:10.640,27/1/2023 00:25:11.340
GetOrderList,27/1/2023 00:38:01.870,27/1/2023 00:38:44.270
GetOrderList,27/1/2023 00:50:53.100,27/1/2023 00:51:03.700
GetItem,27/1/2023 01:03:44.330,27/1/2023 01:04:26.330
GetOrder,27/1/2023 01:16:35.560,27/1/2023 01:16:52.060
GetItemList,27/1/2023 01:29:26.790,27/1/2023 01:29:55.790
GetPaymentMethods,27/1/2023 01:42:18.020,27/1/2023 01:42:50.220
ModifyItem,27/1/2023 01:55:09.250,27/1/2023 01:56:39.950
GetTrackingData,27/1/2023 02:08:00.480,27/1/2023 02:08:30.680
SendNotification,27/1/2023 02:20:51.710,27/1/2023 02:21:28.910
GetPaymentList,27/1/2023 02:33:42.940,27/1/2023 02:33:46.540
SetPayment,27/1/2023 02:46:34.170,27/1/2023 02:47:20.770
GetTrackingData,27/1/2023 02:59:25.400,27/1/2023 03:00:10.800
GetOrder,27/1/2023 03:12:16.630,27/1/2023 03:12:22.530
ModifyItem,27/1/2023 03:25:07.860,27/1/2023 03:27:39.460
GetPaymentList,27/1/2023 03:37:59.090,27/1/2023 03:38:31.690
Login,27/1/2023 03:50:50.320,27/1/2023 03:51:04.720
ModifyOrder,27/1/2023 04:03:41.550,27/1/2023 04:04:40.750
SetDeliveryAddress,27/1/2023 04:16:32.780,27/1/2023 04:17:04.780
GetTrackingData,27/1/2023 04:29:24.010,27/1/2023 04:30:10.110
GetTrackingData,27/1/2023 04:42:15.240,27/1/2023 04:42:30.040
GetPaymentList,27/1/2023 04:55:06.470,27/1/2023 04:55:42.570
AddItemToOrder,27/1/2023 05:07:57.700,27/1/2023 05:08:00.000
SetDeliveryAddress,27/1/2023 05:20:48.930,27/1/2023 05:21:04.030
SendNotification,27/1/2023 05:33:40.160,27/1/2023 05:34:18.860
GetOrder,27/1/2023 05:46:31.390,27/1/2023 05:47:19.990
ModifyOrder,27/1/2023 05:59:22.620,27/1/2023 06:01:08.320
SetDeliveryAddress,27/1/2023 06:12:13.850,27/1/2023 06:12:40.250
GetItemList,27/1/2023 06:25:05.080,27/1/2023 06:25:35.380
SetPayment,27/1/2023 06:37:56.310,27/1/2023 06:38:25.510
Login,27/1/2023 06:50:47.540,27/1/2023 06:50:55.040
GetItem,27/1/2023 07:03:38.770,27/1/2023 07:04:11.270
GetTrackingData,27/1/2023 07:16:30.000,27/1/2023 07:16:57.900
GetItem,27/1/2023 07:29:21.230,27/1/2023 07:29:40.230
Login,27/1/2023 07:42:12.460,27/1/2023 07:42:20.260
SetPayment,27/1/2023 07:55:03.690,27/1/2023 07:55:37.290
GetPaymentMethods,27/1/2023 08:07:54.920,27/1/2023 08:08:14.220
SetPayment,27/1/2023 08:20:46.150,27/1/2023 08:21:04.150
GetTrackingData,27/1/2023 08:33:37.380,27/1/2023 08:34:10.480
SendNotification,27/1/2023 08:46:28.610,27/1/2023 08:46:38.910
GetTrackingData,27/1/2023 08:59:19.840,27/1/2023 08:59:48.240
SendNotification,27/1/2023 09:12:11.070,27/1/2023 09:12:43.170
GetTrackingData,27/1/2023 09:25:02.300,27/1/2023 09:25:03.100
SetPayment,27/1/2023 09:37:53.530,27/1/2023 09:38:14.330
SendNotification,27/1/2023 09:50:44.760,27/1/2023 09:51:04.260
ModifyOrder,27/1/2023 10:03:35.990,27/1/2023 10:06:04.790
SetPayment,27/1/2023 10:16:27.220,27/1/2023 10:17:15.220
GetItemList,27/1/2023 10:29:18.450,27/1/2023 10:29:20.050
GetItemList,27/1/2023 10:42:09.680,27/1/2023 10:42:13.780
SetPayment,27/1/2023 10:55:00.910,27/1/2023 10:55:22.610
AddItemToOrder,27/1/2023 11:07:52.140,27/1/2023 11:07:59.440
GetItemList,27/1/2023 11:20:43.370,27/1/2023 11:21:16.470
Login,27/1/2023 11:33:34.600,27/1/2023 11:33:36.000
GetOrder,27/1/2023 11:46:25.830,27/1/2023 11:46:41.530
AddItemToOrder,27/1/2023 11:59:17.060,27/1/2023 11:59:58.760
GetItemList,27/1/2023 12:12:08.290,27/1/2023 12:12:22.690
GetOrder,27/1/2023 12:24:59.520,27/1/2023 12:25:12.020
ModifyItem,27/1/2023 12:37:50.750,27/1/2023 12:40:29.750
SetDeliveryAddress,27/1/2023 12:50:41.980,27/1/2023 12:50:59.480
GetItemList,27/1/2023 13:03:33.210,27/1/2023 13:03:54.010
ModifyOrder,27/1/2023 13:16:24.440,27/1/2023 13:18:42.240
ModifyItem,27/1/2023 13:29:15.670,27/1/2023 13:30:30.270
SendNotification,27/1/2023 13:42:06.900,27/1/2023 13:42:51.800
AddItemToOrder,27/1/2023 13:54:58.130,27/1/2023 13:55:02.030
GetItemList,27/1/2023 14:07:49.360,27/1/2023 14:08:18.760
GetOrder,27/1/2023 14:20:40.590,27/1/2023 14:20:42.290
ModifyOrder,27/1/2023 14:33:31.820,27/1/2023 14:33:41.220
GetTrackingData,27/1/2023 14:46:23.050,27/1/2023 14:46:35.750
GetPaymentMethods,27/1/2023 14:59:14.280,27/1/2023 14:59:33.180
GetItem,27/1/2023 15:12:05.510,27/1/2023 15:12:41.210
Login,27/1/2023 15:24:56.740,27/1/2023 15:25:30.640
ModifyItem,27/1/2023 15:37:47.970,27/1/2023 15:38:09.270
GetItem,27/1/2023 15:50:39.200,27/1/2023 15:50:58.900
GetTrackingData,27/1/2023 16:03:30.430,27/1/2023 16:03:41.330
SetPayment,27/1/2023 16:16:21.660,27/1/2023 16:16:38.460
GetPaymentMethods,27/1/2023 16:29:12.890,27/1/2023 16:29:18.590
SetDeliveryAddress,27/1/2023 16:42:04.120,27/1/2023 16:42:10.620
GetItemList,27/1/2023 16:54:55.350,27/1/2023 16:55:33.650
ModifyOrder,27/1/2023 17:07:46.580,27/1/2023 17:08:16.580
GetPaymentMethods,27/1/2023 17:20:37.810,27/1/2023 17:21:01.910
SendNotification,27/1/2023 17:33:29.040,27/1/2023 17:33:38.840
Login,27/1/2023 17:46:20.270,27/1/2023 17:46:26.970
Login,27/1/2023 17:59:11.500,27/1/2023 17:59:28.600
SetPayment,27/1/2023 18:12:02.730,27/1/2023 18:12:14.030
GetPaymentMethods,27/1/2023 18:24:53.960,27/1/2023 18:25:22.760
SendNotification,27/1/2023 18:37:45.190,27/1/2023 18:38:32.790
AddItemToOrder,27/1/2023 18:50:36.420,27/1/2023 18:50:42.420
GetOrder,27/1/2023 19:03:27.650,27/1/2023 19:03:42.950
GetPaymentMethods,27/1/2023 19:16:18.880,27/1/2023 19:16:39.380
GetItem,27/1/2023 19:29:10.110,27/1/2023 19:29:29.010
SetPayment,27/1/2023 19:42:01.340,27/1/2023 19:42:45.340
SetDeliveryAddress,27/1/2023 19:54:52.570,27/1/2023 19:55:22.270
GetPaymentMethods,27/1/2023 20:07:43.800,27/1/2023 20:08:06.400
GetOrder,27/1/2023 20:20:35.030,27/1/2023 20:20:39.430
GetTrackingData,27/1/2023 20:33:26.260,27/1/2023 20:33:52.760
GetItemList,27/1/2023 20:46:17.490,27/1/2023 20:47:03.090
SetPayment,27/1/2023 20:59:08.720,27/1/2023 20:59:44.020
GetTrackingData,27/1/2023 21:11:59.950,27/1/2023 21:12:46.250
SetDeliveryAddress,27/1/2023 21:24:51.180,27/1/2023 21:24:58.380
ModifyItem,27/1/2023 21:37:42.410,27/1/2023 21:39:57.610
GetPaymentMethods,27/1/2023 21:50:33.640,27/1/2023 21:50:50.440
GetPaymentList,27/1/2023 22:03:24.870,27/1/2023 22:03:26.570
GetOrder,27/1/2023 22:16:16.100,27/1/2023 22:16:39.300
ModifyOrder,27/1/2023 22:29:07.330,27/1/2023 22:29:25.830
SetPayment,27/1/2023 22:41:58.560,27/1/2023 22:42:04.060
GetTrackingData,27/1/2023 22:54:49.790,27/1/2023 22:55:21.790
ModifyOrder,27/1/2023 23:07:41.020,27/1/2023 23:09:30.520
GetPaymentList,27/1/2023 23:20:32.250,27/1/2023 23:20:35.850
GetOrderList,27/1/2023 23:33:23.480,27/1/2023 23:33:34.780
GetItem,27/1/2023 23:46:14.710,27/1/2023 23:46:17.110
AddItemToOrder,27/1/2023 23:59:05.940,27/1/2023 23:59:39.040
GetOrderList,28/1/2023 00:11:57.170,28/1/2023 00:12:45.770
GetOrder,28/1/2023 00:24:48.400,28/1/2023 00:25:25.000
GetItem,28/1/2023 00:37:39.630,28/1/2023 00:38:25.630
GetOrder,28/1/2023 00:50:30.860,28/1/2023 00:50:34.760
SetDeliveryAddress,28/1/2023 01:03:22.090,28/1/2023 01:03:29.290
GetTrackingData,28/1/2023 01:16:13.320,28/1/2023 01:16:28.420
ModifyOrder,28/1/2023 01:29:04.550,28/1/2023 01:29:51.750
GetOrder,28/1/2023 01:41:55.780,28/1/2023 01:42:27.080
SetDeliveryAddress,28/1/2023 01:54:47.010,28/1/2023 01:55:04.610
GetOrder,28/1/2023 02:07:38.240,28/1/2023 02:07:51.340
GetItem,28/1/2023 02:20:29.470,28/1/2023 02:21:13.670
GetOrderList,28/1/2023 02:33:20.700,28/1/2023 02:34:07.000
GetItemList,28/1/2023 02:46:11.930,28/1/2023 02:46:23.030
GetPaymentMethods,28/1/2023 02:59:03.160,28/1/2023 02:59:03.860
SetDeliveryAddress,28/1/2023 03:11:54.390,28/1/2023 03:12:33.490
GetTrackingData,28/1/2023 03:24:45.620,28/1/2023 03:25:08.420
GetItem,28/1/2023 03:37:36.850,28/1/2023 03:38:03.150
GetTrackingData,28/1/2023 03:50:28.080,28/1/2023 03:50:57.780
GetOrderList,28/1/2023 04:03:19.310,28/1/2023 04:03:50.610
AddItemToOrder,28/1/2023 04:16:10.540,28/1/2023 04:16:53.140
GetOrderList,28/1/2023 04:29:01.770,28/1/2023 04:29:09.270
GetOrderList,28/1/2023 04:41:53.000,28/1/2023 04:42:23.500
GetPaymentMethods,28/1/2023 04:54:44.230,28/1/2023 04:55:06.730
SetPayment,28/1/2023 05:07:35.460,28/1/2023 05:08:01.160
SetDeliveryAddress,28/1/2023 05:20:26.690,28/1/2023 05:20:51.690
GetPaymentMethods,28/1/2023 05:33:17.920,28/1/2023 05:33:48.720
GetOrder,28/1/2023 05:46:09.150,28/1/2023 05:46:25.550
GetOrder,28/1/2023 05:59:00.380,28/1/2023 05:59:02.680
SendNotification,28/1/2023 06:11:51.610,28/1/2023 06:12:07.910
SendNotification,28/1/2023 06:24:42.840,28/1/2023 06:25:27.740
SetDeliveryAddress,28/1/2023 06:37:34.070,28/1/2023 06:37:52.870
GetTrackingData,28/1/2023 06:50:25.300,28/1/2023 06:51:15.000
GetTrackingData,28/1/2023 07:03:16.530,28/1/2023 07:03:57.530
ModifyItem,28/1/2023 07:16:07.760,28/1/2023 07:18:36.660
GetOrder,28/1/2023 07:28:58.990,28/1/2023 07:29:13.290
SendNotification,28/1/2023 07:41:50.220,28/1/2023 07:41:57.220
SetDeliveryAddress,28/1/2023 07:54:41.450,28/1/2023 07:55:19.550
ModifyOrder,28/1/2023 08:07:32.680,28/1/2023 08:08:44.980
GetOrder,28/1/2023 08:20:23.910,28/1/2023 08:20:49.510
Login,28/1/2023 08:33:15.140,28/1/2023 08:33:45.140
GetPaymentMethods,28/1/2023 08:46:06.370,28/1/2023 08:46:39.870
GetPaymentMethods,28/1/2023 08:58:57.600,28/1/2023 08:59:04.200
GetPaymentList,28/1/2023 09:11:48.830,28/1/2023 09:11:58.630
SetDeliveryAddress,28/1/2023 09:24:40.060,28/1/2023 09:24:51.560
GetOrder,28/1/2023 09:37:31.290,28/1/2023 09:37:45.790
ModifyOrder,28/1/2023 09:50:22.520,28/1/2023 09:51:11.920
GetOrder,28/1/2023 10:03:13.750,28/1/2023 10:03:23.350
GetOrder,28/1/2023 10:16:04.980,28/1/2023 10:16:29.580
ModifyOrder,28/1/2023 10:28:56.210,28/1/2023 10:30:02.510
GetTrackingData,28/1/2023 10:41:47.440,28/1/2023 10:42:02.740
GetOrder,28/1/2023 10:54:38.670,28/1/2023 10:55:21.570
GetTrackingData,28/1/2023 11:07:29.900,28/1/2023 11:07:39.800
SendNotification,28/1/2023 11:20:21.130,28/1/2023 11:20:49.030
GetOrderList,28/1/2023 11:33:12.360,28/1/2023 11:33:46.560
SetDeliveryAddress,28/1/2023 11:46:03.590,28/1/2023 11:46:14.690
GetTrackingData,28/1/2023 11:58:54.820,28/1/2023 11:59:19.420
SendNotification,28/1/2023 12:11:46.050,28/1/2023 12:11:47.650
GetPaymentMethods,28/1/2023 12:24:37.280,28/1/2023 12:24:42.780
GetPaymentList,28/1/2023 12:37:28.510,28/1/2023 12:37:36.810
GetItemList,28/1/2023 12:50:19.740,28/1/2023 12:50:33.340
GetPaymentMethods,28/1/2023 13:03:10.970,28/1/2023 13:03:37.470
GetPaymentList,28/1/2023 13:16:02.200,28/1/2023 13:16:02.900
SetPayment,28/1/2023 13:28:53.430,28/1/2023 13:29:30.930
SetDeliveryAddress,28/1/2023 13:41:44.660,28/1/2023 13:42:08.760
ModifyItem,28/1/2023 13:54:35.890,28/1/2023 13:54:40.090
GetOrderList,28/1/2023 14:07:27.120,28/1/2023 14:07:49.820
Login,28/1/2023 14:20:18.350,28/1/2023 14:20:49.050
GetOrderList,28/1/2023 14:33:09.580,28/1/2023 14:33:13.180
ModifyItem,28/1/2023 14:46:00.810,28/1/2023 14:46:16.110
GetPaymentList,28/1/2023 14:58:52.040,28/1/2023 14:59:36.040
GetItem,28/1/2023 15:11:43.270,28/1/2023 15:12:12.870
GetPaymentList,28/1/2023 15:24:34.500,28/1/2023 15:25:24.300
GetItem,28/1/2023 15:37:25.730,28/1/2023 15:37:54.230
GetItem,28/1/2023 15:50:16.960,28/1/2023 15:50:43.260
AddItemToOrder,28/1/2023 16:03:08.190,28/1/2023 16:03:49.290
GetPaymentList,28/1/2023 16:15:59.420,28/1/2023 16:16:40.120
SetDeliveryAddress,28/1/2023 16:28:50.650,28/1/2023 16:29:23.150
GetOrder,28/1/2023 16:41:41.880,28/1/2023 16:42:04.480
SetPayment,28/1/2023 16:54:33.110,28/1/2023 16:55:08.510
ModifyItem,28/1/2023 17:07:24.340,28/1/2023 17:09:24.740
AddItemToOrder,28/1/2023 17:20:15.570,28/1/2023 17:20:57.370
GetOrderList,28/1/2023 17:33:06.800,28/1/2023 17:33:17.800
GetOrderList,28/1/2023 17:45:58.030,28/1/2023 17:46:47.830
ModifyOrder,28/1/2023 17:58:49.260,28/1/2023 18:00:52.060
ModifyOrder,28/1/2023 18:11:40.490,28/1/2023 18:12:27.490
GetItem,28/1/2023 18:24:31.720,28/1/2023 18:24:44.520
GetPaymentList,28/1/2023 18:37:22.950,28/1/2023 18:38:12.250
ModifyItem,28/1/2023 18:50:14.180,28/1/2023 18:50:49.380
AddItemToOrder,28/1/2023 19:03:05.410,28/1/2023 19:03:46.910
ModifyItem,28/1/2023 19:15:56.640,28/1/2023 19:16:02.040
GetItemList,28/1/2023 19:28:47.870,28/1/2023 19:29:02.970
AddItemToOrder,28/1/2023 19:41:39.100,28/1/2023 19:41:53.300
SetPayment,28/1/2023 19:54:30.330,28/1/2023 19:55:05.030
SendNotification,28/1/2023 20:07:21.560,28/1/2023 20:07:58.660
SendNotification,28/1/2023 20:20:12.790,28/1/2023 20:20:59.590
ModifyItem,28/1/2023 20:33:04.020,28/1/2023 20:34:45.120
GetTrackingData,28/1/2023 20:45:55.250,28/1/2023 20:46:30.050
SetPayment,28/1/2023 20:58:46.480,28/1/2023 20:59:06.380
GetOrderList,28/1/2023 21:11:37.710,28/1/2023 21:12:06.010
ModifyItem,28/1/2023 21:24:28.940,28/1/2023 21:26:01.640
GetOrderList,28/1/2023 21:37:20.170,28/1/2023 21:38:03.870
GetOrder,28/1/2023 21:50:11.400,28/1/2023 21:50:59.700
GetPaymentMethods,28/1/2023 22:03:02.630,28/1/2023 22:03:41.530
SendNotification,28/1/2023 22:15:53.860,28/1/2023 22:16:43.460
Login,28/1/2023 22:28:45.090,28/1/2023 22:29:09.390
ModifyItem,28/1/2023 22:41:36.320,28/1/2023 22:42:55.620
GetItemList,28/1/2023 22:54:27.550,28/1/2023 22:54:58.050
GetPaymentList,28/1/2023 23:07:18.780,28/1/2023 23:07:39.980
SetDeliveryAddress,28/1/2023 23:20:10.010,28/1/2023 23:20:17.310
GetOrder,28/1/2023 23:33:01.240,28/1/2023 23:33:33.040
SetPayment,28/1/2023 23:45:52.470,28/1/2023 23:46:01.570
ModifyOrder,28/1/2023 23:58:43.700,29/1/2023 00:00:32.900
SetDeliveryAddress,29/1/2023 00:11:34.930,29/1/2023 00:12:08.730
ModifyOrder,29/1/2023 00:24:26.160,29/1/2023 00:25:59.860
Login,29/1/2023 00:37:17.390,29/1/2023 00:37:40.590
GetItemList,29/1/2023 00:50:08.620,29/1/2023 00:50:57.520
GetItem,29/1/2023 01:02:59.850,29/1/2023 01:03:26.750
SetDeliveryAddress,29/1/2023 01:15:51.080,29/1/2023 01:16:23.480
SetDeliveryAddress,29/1/2023 01:28:42.310,29/1/2023 01:29:26.910
GetItemList,29/1/2023 01:41:33.540,29/1/2023 01:41:37.940
AddItemToOrder,29/1/2023 01:54:24.770,29/1/2023 01:54:43.270
ModifyItem,29/1/2023 02:07:16.000,29/1/2023 02:09:26.500
SetDeliveryAddress,29/1/2023 02:20:07.230,29/1/2023 02:20:20.930
SetPayment,29/1/2023 02:32:58.460,29/1/2023 02:33:20.460
Login,29/1/2023 02:45:49.690,29/1/2023 02:46:07.890
GetItemList,29/1/2023 02:58:40.920,29/1/2023 02:58:46.120
SendNotification,29/1/2023 03:11:32.150,29/1/2023 03:11:34.250
GetPaymentList,29/1/2023 03:24:23.380,29/1/2023 03:24:57.380
SetPayment,29/1/2023 03:37:14.610,29/1/2023 03:37:40.610
ModifyItem,29/1/2023 03:50:05.840,29/1/2023 03:51:14.940
SetDeliveryAddress,29/1/2023 04:02:57.070,29/1/2023 04:03:09.570
GetItem,29/1/2023 04:15:48.300,29/1/2023 04:16:03.500
GetPaymentList,29/1/2023 04:28:39.530,29/1/2023 04:29:16.930
GetOrder,29/1/2023 04:41:30.760,29/1/2023 04:41:46.660
GetOrderList,29/1/2023 04:54:21.990,29/1/2023 04:55:04.290
SetDeliveryAddress,29/1/2023 05:07:13.220,29/1/2023 05:07:48.720
GetPaymentMethods,29/1/2023 05:20:04.450,29/1/2023 05:20:19.850
GetItem,29/1/2023 05:32:55.680,29/1/2023 05:33:06.280
GetPaymentMethods,29/1/2023 05:45:46.910,29/1/2023 05:45:49.710
GetOrderList,29/1/2023 05:58:38.140,29/1/2023 05:58:43.240
GetOrderList,29/1/2023 06:11:29.370,29/1/2023 06:12:14.770
GetPaymentMethods,29/1/2023 06:24:20.600,29/1/2023 06:24:46.500
GetItem,29/1/2023 06:37:11.830,29/1/2023 06:37:56.030
Login,29/1/2023 06:50:03.060,29/1/2023 06:50:26.560
AddItemToOrder,29/1/2023 07:02:54.290,29/1/2023 07:03:04.590
GetOrderList,29/1/2023 07:15:45.520,29/1/2023 07:15:57.720
ModifyOrder,29/1/2023 07:28:36.750,29/1/2023 07:29:30.250
SetDeliveryAddress,29/1/2023 07:41:27.980,29/1/2023 07:41:42.680
GetTrackingData,29/1/2023 07:54:19.210,29/1/2023 07:54:28.810
GetTrackingData,29/1/2023 08:07:10.440,29/1/2023 08:07:41.640
AddItemToOrder,29/1/2023 08:20:01.670,29/1/2023 08:20:12.270
SetPayment,29/1/2023 08:32:52.900,29/1/2023 08:33:33.900
GetOrderList,29/1/2023 08:45:44.130,29/1/2023 08:46:16.230
GetPaymentMethods,29/1/2023 08:58:35.360,29/1/2023 08:59:10.460
SendNotification,29/1/2023 09:11:26.590,29/1/2023 09:11:35.890
GetTrackingData,29/1/2023 09:24:17.820,29/1/2023 09:24:59.220
ModifyItem,29/1/2023 09:37:09.050,29/1/2023 09:37:16.650
GetOrderList,29/1/2023 09:50:00.280,29/1/2023 09:50:22.780
SendNotification,29/1/2023 10:02:51.510,29/1/2023 10:02:52.710
SetDeliveryAddress,29/1/2023 10:15:42.740,29/1/2023 10:15:58.640
SendNotification,29/1/2023 10:28:33.970,29/1/2023 10:29:15.270
SetPayment,29/1/2023 10:41:25.200,29/1/2023 10:42:03.900
SetPayment,29/1/2023 10:54:16.430,29/1/2023 10:54:43.430
Login,29/1/2023 11:07:07.660,29/1/2023 11:07:50.560
GetTrackingData,29/1/2023 11:19:58.890,29/1/2023 11:20:26.090
SetPayment,29/1/2023 11:32:50.120,29/1/2023 11:33:33.320
Login,29/1/2023 11:45:41.350,29/1/2023 11:46:01.450
GetItem,29/1/2023 11:58:32.580,29/1/2023 11:58:59.180
Login,29/1/2023 12:11:23.810,29/1/2023 12:11:24.010
Login,29/1/2023 12:24:15.040,29/1/2023 12:24:58.840
SendNotification,29/1/2023 12:37:06.270,29/1/2023 12:37:43.870
GetOrder,29/1/2023 12:49:57.500,29/1/2023 12:50:10.200
ModifyOrder,29/1/2023 13:02:48.730,29/1/2023 13:03:10.030
GetOrder,29/1/2023 13:15:39.960,29/1/2023 13:15:51.760
GetOrder,29/1/2023 13:28:31.190,29/1/2023 13:28:36.290
GetOrderList,29/1/2023 13:41:22.420,29/1/2023 13:42:09.720
ModifyOrder,29/1/2023 13:54:13.650,29/1/2023 13:55:03.450
GetPaymentMethods,29/1/2023 14:07:04.880,29/1/2023 14:07:38.180
GetItem,29/1/2023 14:19:56.110,29/1/2023 14:19:57.210
GetOrderList,29/1/2023 14:32:47.340,29/1/2023 14:32:49.240
GetOrder,29/1/2023 14:45:38.570,29/1/2023 14:45:59.870
ModifyOrder,29/1/2023 14:58:29.800,29/1/2023 14:58:41.900
GetPaymentMethods,29/1/2023 15:11:21.030,29/1/2023 15:12:07.630
Login,29/1/2023 15:24:12.260,29/1/2023 15:24:53.960
ModifyOrder,29/1/2023 15:37:03.490,29/1/2023 15:38:15.790
GetItem,29/1/2023 15:49:54.720,29/1/2023 15:50:24.520
GetPaymentMethods,29/1/2023 16:02:45.950,29/1/2023 16:03:16.550
GetTrackingData,29/1/2023 16:15:37.180,29/1/2023 16:16:08.080
SetDeliveryAddress,29/1/2023 16:28:28.410,29/1/2023 16:28:29.810
GetPaymentMethods,29/1/2023 16:41:19.640,29/1/2023 16:41:42.840
GetTrackingData,29/1/2023 16:54:10.870,29/1/2023 16:54:39.770
SetDeliveryAddress,29/1/2023 17:07:02.100,29/1/2023 17:07:08.000
GetItem,29/1/2023 17:19:53.330,29/1/2023 17:20:28.630
SetPayment,29/1/2023 17:32:44.560,29/1/2023 17:33:20.060
GetItemList,29/1/2023 17:45:35.790,29/1/2023 17:45:47.690
GetOrderList,29/1/2023 17:58:27.020,29/1/2023 17:58:43.220
GetTrackingData,29/1/2023 18:11:18.250,29/1/2023 18:12:01.750
ModifyOrder,29/1/2023 18:24:09.480,29/1/2023 18:26:15.680
SetPayment,29/1/2023 18:37:00.710,29/1/2023 18:37:19.310
ModifyItem,29/1/2023 18:49:51.940,29/1/2023 18:50:31.340
ModifyItem,29/1/2023 19:02:43.170,29/1/2023 19:05:20.670
Login,29/1/2023 19:15:34.400,29/1/2023 19:15:53.600
SendNotification,29/1/2023 19:28:25.630,29/1/2023 19:29:01.230
GetPaymentList,29/1/2023 19:41:16.860,29/1/2023 19:41:34.960
GetItemList,29/1/2023 19:54:08.090,29/1/2023 19:54:33.490
ModifyOrder,29/1/2023 20:06:59.320,29/1/2023 20:09:34.320
GetItem,29/1/2023 20:19:50.550,29/1/2023 20:20:08.850
GetItem,29/1/2023 20:32:41.780,29/1/2023 20:32:48.980
GetTrackingData,29/1/2023 20:45:33.010,29/1/2023 20:45:38.010
SetPayment,29/1/2023 20:58:24.240,29/1/2023 20:59:10.240
GetPaymentList,29/1/2023 21:11:15.470,29/1/2023 21:11:26.770
GetTrackingData,29/1/2023 21:24:06.700,29/1/2023 21:24:48.100
SetDeliveryAddress,29/1/2023 21:36:57.930,29/1/2023 21:37:10.230
SendNotification,29/1/2023 21:49:49.160,29/1/2023 21:50:25.860
GetPaymentMethods,29/1/2023 22:02:40.390,29/1/2023 22:02:55.090
Login,29/1/2023 22:15:31.620,29/1/2023 22:15:58.420
ModifyOrder,29/1/2023 22:28:22.850,29/1/2023 22:29:32.650
GetItemList,29/1/2023 22:41:14.080,29/1/2023 22:41:29.380
GetTrackingData,29/1/2023 22:54:05.310,29/1/2023 22:54:23.310
GetTrackingData,29/1/2023 23:06:56.540,29/1/2023 23:07:10.040
AddItemToOrder,29/1/2023 23:19:47.770,29/1/2023 23:20:24.370
AddItemToOrder,29/1/2023 23:32:39.000,29/1/2023 23:33:10.700
SetPayment,29/1/2023 23:45:30.230,29/1/2023 23:46:12.730
GetItemList,29/1/2023 23:58:21.460,29/1/2023 23:58:38.360
GetPaymentMethods,30/1/2023 00:11:12.690,30/1/2023 00:11:27.290
SendNotification,30/1/2023 00:24:03.920,30/1/2023 00:24:18.320
GetTrackingData,30/1/2023 00:36:55.150,30/1/2023 00:36:59.150
GetPaymentList,30/1/2023 00:49:46.380,30/1/2023 00:50:00.680
AddItemToOrder,30/1/2023 01:02:37.610,30/1/2023 01:02:46.310
GetItemList,30/1/2023 01:15:28.840,30/1/2023 01:15:44.840
GetTrackingData,30/1/2023 01:28:20.070,30/1/2023 01:28:40.770
GetPaymentList,30/1/2023 01:41:11.300,30/1/2023 01:41:31.600
SetDeliveryAddress,30/1/2023 01:54:02.530,30/1/2023 01:54:36.930
ModifyItem,30/1/2023 02:06:53.760,30/1/2023 02:07:05.360
Login,30/1/2023 02:19:44.990,30/1/2023 02:19:46.390
SetDeliveryAddress,30/1/2023 02:32:36.220,30/1/2023 02:33:18.720
Login,30/1/2023 02:45:27.450,30/1/2023 02:45:36.350
SetDeliveryAddress,30/1/2023 02:58:18.680,30/1/2023 02:58:59.280
GetPaymentList,30/1/2023 03:11:09.910,30/1/2023 03:11:22.710
Login,30/1/2023 03:24:01.140,30/1/2023 03:24:28.940
GetTrackingData,30/1/2023 03:36:52.370,30/1/2023 03:37:07.570
GetPaymentMethods,30/1/2023 03:49:43.600,30/1/2023 03:49:47.300
SetPayment,30/1/2023 04:02:34.830,30/1/2023 04:03:23.930
GetPaymentList,30/1/2023 04:15:26.060,30/1/2023 04:16:02.260
GetItem,30/1/2023 04:28:17.290,30/1/2023 04:28:51.090
ModifyOrder,30/1/2023 04:41:08.520,30/1/2023 04:42:30.920
GetPaymentList,30/1/2023 04:53:59.750,30/1/2023 04:54:19.450
GetPaymentMethods,30/1/2023 05:06:50.980,30/1/2023 05:07:04.780
Login,30/1/2023 05:19:42.210,30/1/2023 05:19:59.410
ModifyItem,30/1/2023 05:32:33.440,30/1/2023 05:34:52.940
GetItemList,30/1/2023 05:45:24.670,30/1/2023 05:45:30.270
GetItem,30/1/2023 05:58:15.900,30/1/2023 05:59:05.500
GetItemList,30/1/2023 06:11:07.130,30/1/2023 06:11:36.330
GetOrderList,30/1/2023 06:23:58.360,30/1/2023 06:24:15.460
ModifyOrder,30/1/2023 06:36:49.590,30/1/2023 06:37:24.290
GetOrderList,30/1/2023 06:49:40.820,30/1/2023 06:50:15.720
SendNotification,30/1/2023 07:02:32.050,30/1/2023 07:02:33.850
